ID,BareGround,BioRegion,Biome,Year,Month,aspect,blue,bsi,calcite,chlorite,clay,dolomite,elevation,evi,exg,goethite,green,gypsum,hematite,illite_muscovite,kaolinite,landforms,meanAnnualPrecipitation,msavi,ndmi,ndvi,nir,nitrogen,osavi,ph,phosphorous,potassium,red,sand,satvi,savi,silt,slope,soc,soil_depth,stone,swir1,swir2,swirRatio,tc_bright,tc_green,tc_wet,vegType,vermiculite,.geo
J_1905,5,Dry Highveld Grassland Bioregion,Grassland,2022,11,0.891643011,0.056915243,0.234941141,0,0,24.05850804,0,1419.634325,0.138395104,0.011940248,0.050980393,0.084452423,0,0.050980393,0,0,5,397,0.126749728,-0.208028106,0.26419703,0.181374731,58.69283276,0.199241128,75.84300341,22.28035105,52.15017065,0.106033211,56.01755241,0.293426706,0.148536032,15.69283276,1.750885726,284.3169186,199.0492443,14.04924427,0.285802675,0.217816429,1.351031375,0.362151224,0.042096084,-0.210339231,,0,"{""type"":""Point"",""coordinates"":[25.21530234152048,-30.28475176985888]}"
J_1906,5,Dry Highveld Grassland Bioregion,Grassland,2022,11,-2.55E-06,0.052928512,0.206116216,0,0,25.6382055,0,1421,0.152186379,0.014302709,0,0.079483355,0,0,0,0,5,397,0.138772225,-0.162437389,0.298287799,0.183199695,60.6382055,0.225219471,76,21.6382055,52,0.100574376,54.723589,0.307444531,0.164743121,15.3617945,0.019686621,249.1321867,198.0853835,13.6382055,0.272483267,0.202047621,1.430679068,0.343039157,0.050302321,-0.200323617,,0,"{""type"":""Point"",""coordinates"":[25.214508621532975,-30.28616084579176]}"
J_1907,5,Dry Highveld Grassland Bioregion,Grassland,2022,11,0.124669014,0.054183576,0.197736069,0,0,24.67841622,0,1417.478996,0.175525116,0.016524698,0,0.082611004,0,2.80E-04,0,0,5,397,0.161194345,-0.159680522,0.32050096,0.188154532,58.56397875,0.242103009,74.70690488,21.16513761,52.51327861,0.098199656,55.35441816,0.306816691,0.18522917,15.83486239,0.481660436,272.7344278,199.0106229,12.8614196,0.272912834,0.19769067,1.389703828,0.350826719,0.056932239,-0.193978279,,0,"{""type"":""Point"",""coordinates"":[25.218918672474828,-30.283587944483934]}"
J_1908,5,Dry Highveld Grassland Bioregion,Grassland,2022,11,-0.654029501,0.043791533,0.184128001,0,0,24.05753291,0,1425.712335,0.180233163,0.016232469,0,0.070202564,0,0,0,0,5,398,0.164148351,-0.141667722,0.359631662,0.185881607,60.87372014,0.265789421,77.01365188,21.04534373,53,0.083218506,56.05899561,0.324413674,0.19229822,13.08093613,1.417971356,257.7045344,197.1701609,11.96440761,0.244563279,0.168287308,1.472133657,0.317902576,0.060986877,-0.166219779,,0,"{""type"":""Point"",""coordinates"":[25.233803151791236,-30.240374796174983]}"
J_1909,5,Dry Highveld Grassland Bioregion,Grassland,2022,11,0.798598592,0.045969786,0.215229195,0,0,22.98839458,0,1376.683269,0.16224706,0.012856796,0,0.07248071,0,0,0,0,4.25,390,0.146334519,-0.184316316,0.318358644,0.176139467,62.52611219,0.238641859,77.45116054,20.08123791,52.0294971,0.089570893,60.02321083,0.329990356,0.17247498,14.45116054,1.912632452,265.6590909,200,12.05560928,0.264429375,0.182007058,1.431230708,0.327194807,0.049870334,-0.186916549,,0,"{""type"":""Point"",""coordinates"":[25.151867169934164,-30.18178666743376]}"
J_1910,50,Dry Highveld Grassland Bioregion,Grassland,2022,11,0.857900433,0.044707979,0.23584431,0,0,22.54241396,0,1332.904023,0.113912553,-0.003694171,0,0.074362919,0,0,0,0,5,382,0.109690076,-0.183133429,0.225028169,0.173879103,63.08482792,0.169350316,79,22,52,0.105853913,61,0.24316199,0.129636991,14.54241396,1.207279596,228.0659234,194.542414,11.54241396,0.247895329,0.200716242,1.23683489,0.337124739,0.034944814,-0.180849619,,0,"{""type"":""Point"",""coordinates"":[25.075656673829723,-30.167753876418562]}"
J_1912,10,Dry Highveld Grassland Bioregion,Grassland,2022,11,-0.342111796,0.048858673,0.237216683,0,0,19.16691069,0,1333.810151,0.121799796,0.007565674,0.041171687,0.077898641,0,0.041171687,0,0,5,387,0.109144563,-0.214010078,0.248114411,0.162647628,48.24499756,0.180295453,76.17862372,20.55148853,52.4875549,0.096872729,62.8579795,0.280947723,0.130214016,13.75500244,2.15978918,201.6725232,185.693509,13.44851147,0.246730545,0.182415405,1.357096571,0.322755842,0.032186029,-0.176578957,,0,"{""type"":""Point"",""coordinates"":[25.00328100463124,-30.100283218378873]}"
J_1913,15,Dry Highveld Grassland Bioregion,Grassland,2022,11,0.040989928,0.055744781,0.241036745,0,0,20.21383648,0,1275.583938,0.120994587,0.00599629,0,0.08620586,0,0.067600104,0,0,5,379,0.11139958,-0.204269552,0.236011198,0.178895396,58.89308176,0.177627952,76.89308176,22,53.10691824,0.110959697,57.89308176,0.260475615,0.131673101,16,3.008012629,268.2883406,188.8930818,12.78616352,0.274596282,0.203754822,1.335147011,0.357527285,0.034972831,-0.194481368,,0,"{""type"":""Point"",""coordinates"":[24.939551532375397,-30.02969118960177]}"
J_1914,15,Dry Highveld Grassland Bioregion,Grassland,2022,11,0.150099204,0.045475125,0.225535975,0,0,20.09289883,0,1297.984922,0.140277046,0.007762392,0,0.077058582,0,0,0,0,5,388,0.128494374,-0.176617103,0.284408581,0.178385034,50.557393,0.209194398,74.00437743,20.0885214,52.09289883,0.101447972,64.3540856,0.272372218,0.152196993,12.09289883,1.335029909,198.5622568,200,11.81857977,0.252753354,0.169180786,1.493990248,0.331631719,0.050363461,-0.164281237,,0,"{""type"":""Point"",""coordinates"":[24.90435584776055,-29.95394444000689]}"
J_1915,10,Dry Highveld Grassland Bioregion,Grassland,2022,11,-0.336908141,0.046670424,0.246607146,0,0,21.16284739,0,1251.431497,0.133107253,0.00371046,0,0.077747358,0,0,0,0,4,385,0.124535558,-0.206795419,0.259302359,0.185134396,62.70794734,0.196468906,78,19,53.12920527,0.099428855,60.03364213,0.275136051,0.146261826,14,2.016364971,228.8537299,200,11,0.256809883,0.208320707,1.232835264,0.346536659,0.038183363,-0.190868153,,0,"{""type"":""Point"",""coordinates"":[24.8813914773353,-29.867201547214204]}"
J_1916,5,Dry Highveld Grassland Bioregion,Grassland,2022,11,0.461858569,0.047258643,0.256356733,0,0,18.72268496,0,1295.350808,0.124605627,0.007174711,0.038769924,0.077592169,0,0.063539595,0,0,5,393,0.112929181,-0.221635798,0.260831164,0.166323384,49.05830475,0.188936672,76.73640372,20.14257717,52,0.100543861,63.65458109,0.290691894,0.135381326,14.31651151,2.807210321,217.8133268,200,11.73640372,0.264658767,0.196584736,1.386550205,0.336867984,0.035653259,-0.192040633,,0,"{""type"":""Point"",""coordinates"":[24.83016532443331,-29.79195867603836]}"
J_1922,5,Dry Highveld Grassland Bioregion,Grassland,2022,11,-0.827659823,0.043806244,0.230291183,0,0,25.95774648,0,1414,0.154657832,0.009241997,0,0.068230597,0,0,0,0,5,435,0.138883783,-0.202834699,0.326175762,0.16764042,64.58377853,0.234307014,75.51529869,22.69791161,53,0.084492588,51.94269063,0.328105504,0.165967967,16,0.975187555,281.4997572,199.3958232,9,0.250234524,0.175761059,1.422505697,0.319424776,0.046707467,-0.176262375,,0,"{""type"":""Point"",""coordinates"":[25.346551521927616,-29.791985430644676]}"
J_1923,0,Dry Highveld Grassland Bioregion,Grassland,2022,11,-0.100896484,0.041513413,0.164290362,0,0,26.95664881,0,1437.50755,0.217850805,0.023819085,0,0.073005945,0,0,0,0,5,431,0.199531304,-0.120594862,0.409837631,0.201988229,63.10959571,0.307927779,74.82513395,21,53,0.081834577,58.99025816,0.342553025,0.229964187,15.23136873,2.983514629,291.6556259,200,11.23136873,0.255882577,0.171281579,1.480732089,0.334758155,0.074564015,-0.170388419,,0,"{""type"":""Point"",""coordinates"":[25.360579853841752,-29.877386134020274]}"
J_1925,0,Dry Highveld Grassland Bioregion,Grassland,2022,11,-0.803870751,0.034809351,0.130451706,0,0,25,0,1490.953861,0.217290306,0.023396068,0,0.06039498,0,0.078431375,0,0,5,426,0.192197071,-0.087221623,0.458268355,0.174998599,62.48324429,0.321945177,76.28703254,23,53.08207868,0.063169805,54.9839728,0.36775038,0.225823877,15.43467703,0.782888279,346.0825644,200,10.56532297,0.20710363,0.132670993,1.582026491,0.275221852,0.071728972,-0.134748677,,0,"{""type"":""Point"",""coordinates"":[25.333111791352525,-30.048267804590427]}"
J_1926,0,Dry Highveld Grassland Bioregion,Grassland,2022,11,-1.10E-04,0.052230838,0.226355689,0,0,23,0,1459,0.139212408,0.011693879,0,0.083690902,0,0,0,0,4,415,0.124241599,-0.196079885,0.29191171,0.179071606,65,0.209820204,77.21207729,20,52,0.103474748,55.15169082,0.297720463,0.149041098,14.78792271,0.845030839,294.4318841,200,10.21207729,0.276365439,0.202956856,1.39325856,0.362002125,0.041768896,-0.197406275,,0,"{""type"":""Point"",""coordinates"":[25.3269939047072,-30.150470400735415]}"
J_1944,60,Dry Highveld Grassland Bioregion,Grassland,2022,11,0.537594624,0.053381185,0.257658438,0,0,23.17975904,0,1362.364337,0.125130712,0.011595378,0,0.076530645,0,0,0,0,5,423,0.114187937,-0.232376061,0.253853935,0.160885533,62,0.19897671,72.17975904,26,53,0.099312133,54.82024096,0.280504934,0.139385648,15,2.635604796,321.733494,176.7190361,12.17975904,0.263879501,0.219921373,1.209223208,0.338494069,0.032394793,-0.210788283,,0,"{""type"":""Point"",""coordinates"":[25.477756111324208,-30.475347126186318]}"
J_1927,0,Dry Highveld Grassland Bioregion,Grassland,2022,11,0.299650497,0.036391109,0.120265557,0,0,26.94883041,0,1523.459552,0.213438115,0.02656237,0,0.063700737,0,0,0,0,5,433.3421053,0.193163131,-0.07182296,0.454439817,0.188149391,65.4288499,0.323067048,75.86354776,19,54.03118908,0.067248851,53.83235867,0.34106251,0.22686515,15.13645224,0.6344746,391.9083821,200,8.218810916,0.206042176,0.125472823,1.580315382,0.278524621,0.074954631,-0.121949155,,0,"{""type"":""Point"",""coordinates"":[25.49165958840885,-30.148240850208683]}"
J_1933,20,Dry Highveld Grassland Bioregion,Grassland,2022,11,-0.955725115,0.044326995,0.213394071,0,0,19,0,1355.441906,0.135344983,0.008686343,0,0.070295082,0,0,0,0,5,395,0.121714043,-0.173584906,0.284467282,0.157355469,59,0.200526951,76,25,52,0.088149776,60,0.278137097,0.146677612,16,2.402478206,250.9737482,176,14,0.219571966,0.152781286,1.436854898,0.290530932,0.042912807,-0.146229208,,0,"{""type"":""Point"",""coordinates"":[25.316907418124302,-30.364814929273496]}"
J_1934,30,Dry Highveld Grassland Bioregion,Grassland,2022,11,0.907974178,0.049494795,0.216643482,0,0,20.85638554,0,1283,0.15734086,0.013484767,0,0.080990986,0,0,0,0,5,391,0.139592106,-0.192158322,0.306448413,0.17372786,58.71277108,0.224533813,75,18,53,0.096890626,57,0.312454777,0.165631393,16,1.739264758,317.9575904,200,12.28722892,0.271440198,0.190884634,1.396139976,0.345605938,0.048347764,-0.18365844,,0,"{""type"":""Point"",""coordinates"":[25.33881052249883,-30.452057241384164]}"
J_1935,0,Dry Highveld Grassland Bioregion,Grassland,2022,11,-0.647022875,0.048007023,0.189098769,0,0,24.2085354,0,1325.087779,0.148745787,0.015677007,0,0.074129848,0,0,0,0,5,404,0.134701308,-0.156553593,0.325210941,0.168881029,57,0.2289045,78,21.31813773,53.31813773,0.091651738,51.81668283,0.301380538,0.161194938,17.69689622,0.671586319,274.9645975,186.8341416,12,0.243069248,0.163277032,1.493520261,0.314953324,0.049109009,-0.161697173,,0,"{""type"":""Point"",""coordinates"":[25.435626524571248,-30.467231562269042]}"
J_1937,0,Dry Highveld Grassland Bioregion,Grassland,2022,11,-0.293226696,0.042505675,0.197627331,0,0,20.23657475,0,1353,0.141322346,0.012868039,0,0.068887842,0,0,0,0,5,412,0.128175095,-0.170406811,0.311366043,0.158480651,52.8630866,0.220078356,76.19738752,21.904209,52.47121432,0.08291307,58.66182874,0.30147775,0.154184378,15.1369134,1.230590898,265.715046,180.1301403,11.04015481,0.221941003,0.150571058,1.486064757,0.285904671,0.047341394,-0.149228189,,0,"{""type"":""Point"",""coordinates"":[25.46645229015371,-30.469791086273716]}"
J_1938,70,Dry Highveld Grassland Bioregion,Grassland,2022,11,-0.999999996,0.027893614,0.185743136,0,0,20,0,1353.011583,0.145880074,0.013001768,0,0.050148077,0,0,0,0,5,413,0.137707924,-0.120406064,0.372018196,0.141915349,50.43436293,0.256089385,74.21718147,22,52.21718147,0.065485399,60,0.297549469,0.168817645,15.21718147,0.927409947,285.1071429,183.7828185,12,0.181476156,0.12895367,1.396410985,0.241594776,0.055684719,-0.12372303,,0,"{""type"":""Point"",""coordinates"":[25.467130073513843,-30.470080927842194]}"
J_1943,0,Dry Highveld Grassland Bioregion,Grassland,2022,11,-0.652956039,0.045576102,0.180466994,0,0,20.39170285,0,1351.744332,0.170726241,0.013904774,0,0.074292301,0,0,0,0,5,412,0.154502161,-0.138854044,0.3466269,0.183721304,53.39218524,0.251580984,75.39122045,22.63338157,51.39218524,0.088398002,60.64978292,0.308931501,0.181703466,15.60829715,2.47626895,271.5320791,180.5996141,12.04148577,0.252441632,0.171805778,1.521872719,0.328160137,0.057703251,-0.169823355,,0,"{""type"":""Point"",""coordinates"":[25.46505659152399,-30.469291666955733]}"
J_1945,40,Dry Highveld Grassland Bioregion,Grassland,2022,11,0.757948741,0.048388923,0.218218288,0,0,23.27409201,0,1357.967554,0.132340438,0.004558891,0,0.07240419,0,0,0,0,5,414,0.122655353,-0.173235795,0.275706491,0.162787389,61,0.208131479,74,24.54818402,53,0.093930823,57.62953995,0.269540937,0.147253668,16,2.167487037,277.4866828,175.822276,12.82227603,0.246720359,0.184483699,1.339732382,0.314969226,0.04085939,-0.18031745,,0,"{""type"":""Point"",""coordinates"":[25.478433894684322,-30.474758524847257]}"
J_1953,0,Dry Highveld Grassland Bioregion,Grassland,2022,11,0.190244313,0.042054158,0.148705874,0,0,25,0,1707.067464,0.193802577,0.013795588,0,0.069602015,0,0,0,0,4,460,0.180107096,-0.075731398,0.382903182,0.197955612,71.78373206,0.28469516,72,25,52.14210526,0.088234828,57.71578947,0.32445617,0.208860772,17.92583732,2.818114497,405.9961722,183.8578947,12.14832536,0.257598913,0.176209846,1.467663533,0.33635782,0.06924489,-0.160299767,,0,"{""type"":""Point"",""coordinates"":[25.096948881359925,-31.20710344546099]}"
J_1853,20,Dry Highveld Grassland Bioregion,Grassland,2022,6,-0.328876524,0.038632146,0.208752655,0,0,20.88591885,0,1217.206205,0.15713881,-0.003002678,0.050980393,0.064458349,0,0,0,0,4.174701671,371,0.152160018,-0.139661086,0.320016747,0.190089582,61.65775656,0.239594,70.55704057,25,52.55704057,0.094431486,56.45632458,0.288048786,0.177467767,19,3.07360285,286.1694511,196.3422434,12,0.249346565,0.18197477,1.350455644,0.32910372,0.058905511,-0.173842582,,0,"{""type"":""Point"",""coordinates"":[24.614661429621325,-32.053075179118636]}"
J_1876,0,Dry Highveld Grassland Bioregion,Grassland,2022,7,0.340834317,0.05404012,0.252369893,0,0,24.45178659,0,1444,0.113218861,-0.001893389,0,0.083979419,0,0,0,0,5,504,0.106466322,-0.206751667,0.225475918,0.183436914,68.19285365,0.17095468,76,19,54,0.116964303,57.54821341,0.267918546,0.126216883,14,0.777526847,359.1561429,200,10.54821341,0.280116389,0.187156685,1.48341421,0.361835552,0.038319987,-0.183645656,,0,"{""type"":""Point"",""coordinates"":[26.185812308499823,-29.70758356590505]}"
J_1878,0,Dry Highveld Grassland Bioregion,Grassland,2022,7,0.299650497,0.043974831,0.177164899,0,0,26.94883041,0,1523.459552,0.116392328,0.005171273,0,0.082170369,0,0,0,0,5,433.3421053,0.109104834,-0.108272938,0.23550132,0.174773808,65.4288499,0.175374002,75.86354776,19,54.03118908,0.108391031,53.83235867,0.231302921,0.129567679,15.13645224,0.6344746,391.9083821,200,8.218810916,0.216434547,0.129726174,1.62937882,0.309757548,0.043781741,-0.113134232,,0,"{""type"":""Point"",""coordinates"":[25.49165958840885,-30.148240850208683]}"
J_1871,0,Dry Highveld Grassland Bioregion,Grassland,2022,7,0.017498732,0.031781713,0.300053894,0,0,22.5652388,0,1234.951256,0.107508987,0.003644526,0,0.057257924,0,0,0,0,5,437.9778434,0.099343418,-0.265394357,0.269219266,0.136197738,63.75086164,0.182610654,77.0901034,18.53175775,52.53175775,0.078599005,59.84441162,0.337612311,0.122827955,10.22255047,0.060955308,238.6115214,199.7774495,8.06351551,0.232454984,0.159135145,1.473319723,0.278480894,0.032622572,-0.169598307,,0,"{""type"":""Point"",""coordinates"":[25.566817736664678,-29.02739229121242]}"
J_1873,20,Dry Highveld Grassland Bioregion,Grassland,2022,7,0.664457039,0.037719165,0.228554812,0,0,21.47133758,0,1232.017638,0.141172771,0.00593041,0,0.062929848,0,0,0,0,5,444,0.129547049,-0.186687131,0.315876014,0.159835084,55.05879471,0.220283869,75.22586967,18.79421852,51.62714356,0.082181151,62.36158746,0.311433346,0.155373106,10.37285644,1.399881493,244.7246448,200,10,0.227161204,0.160453889,1.42834131,0.29058377,0.045913754,-0.161894511,,0,"{""type"":""Point"",""coordinates"":[25.62631106291975,-28.97683500346846]}"
J_1885,5,Dry Highveld Grassland Bioregion,Grassland,2022,8,0.511068656,0.043892415,0.234005275,0,0,21.98108632,0,1401.415616,0.117501332,0.006523351,0,0.067582962,0,0,0,0,5,433,0.106610371,-0.199888471,0.26948764,0.151379625,59.01891368,0.186327551,76.01891368,21,53.01891368,0.08570206,59.96217265,0.294383075,0.12961554,15,1.995853721,265.0344326,197.0378274,12.98108632,0.225114349,0.139492841,1.588374407,0.282786811,0.037686021,-0.14345068,,0,"{""type"":""Point"",""coordinates"":[25.60267336823544,-30.425280339558228]}"
J_1886,0,Dry Highveld Grassland Bioregion,Grassland,2022,8,-0.559955213,0.050159338,0.246053216,0,0,29.14893617,0,1534.12911,0.127624776,-0.001620268,0,0.077188483,0,0,0,0,4.848162476,449,0.119196417,-0.203676384,0.257932454,0.181384359,70.38491296,0.192082007,76.11798839,20.73307544,54.88346228,0.106458113,51.73307544,0.287400573,0.141063727,17.61653772,1.281945019,386.3167311,200,9.116537718,0.273676149,0.184785663,1.480683481,0.348421524,0.043093378,-0.184227035,,0,"{""type"":""Point"",""coordinates"":[25.713107464925077,-30.235527753329883]}"
J_1887,0,Dry Highveld Grassland Bioregion,Grassland,2022,8,8.56E-06,0.044793637,0.256844861,0,0,27.32504873,0,1533.815302,0.122619389,0.002390941,0,0.069529751,0,0,0,0,5,449,0.111226326,-0.229719837,0.26870521,0.158222798,68.87621832,0.189617804,77.20419103,20.38888889,54.49025341,0.089916083,53.56871345,0.309042144,0.134037738,17.24463938,0.396373031,371.6364522,200,10.44883041,0.249975541,0.171781188,1.441417034,0.310594958,0.03645816,-0.175697579,,0,"{""type"":""Point"",""coordinates"":[25.714373849624256,-30.235737331079402]}"
J_1888,0,Dry Highveld Grassland Bioregion,Grassland,2022,8,-0.658471011,0.04867541,0.268393951,0,0,25.46502653,0,1543.861071,0.107374006,-0.004735711,0,0.075913675,0,0,0,0,5,447,0.101325774,-0.228784858,0.225028578,0.171322095,64.48576942,0.166007342,73.45103714,21.93342981,53,0.108001705,57.09261939,0.280877846,0.120999454,16.54896286,1.424989824,376.9049686,200,9.506994694,0.272043525,0.186922879,1.440936828,0.342887929,0.034932737,-0.187677304,,0,"{""type"":""Point"",""coordinates"":[25.603431415414523,-30.294570710378565]}"
J_1890,0,Dry Highveld Grassland Bioregion,Grassland,2022,8,0.633787045,0.048092152,0.256422734,0,0,24.29582929,0,1440.14452,0.105335857,0.009781945,0,0.078513116,0,0,0,0,5,407,0.096749515,-0.218656528,0.228163038,0.15883794,68.28758487,0.163698031,79.30407371,20.80601358,52.62027158,0.099838686,54.40009699,0.283794886,0.116789923,16.48981571,1.374819098,305.1726479,198.443259,11.56547042,0.24862161,0.163115542,1.537661944,0.318394935,0.031631827,-0.162643095,,0,"{""type"":""Point"",""coordinates"":[25.30212549813213,-30.20372098551565]}"
J_1891,0,Dry Highveld Grassland Bioregion,Grassland,2022,8,0.329350204,0.05225166,0.255670493,0,0,24.56292352,0,1440.60213,0.107102996,0.008228744,0,0.084369413,0,0,0,0,5,407,0.098652201,-0.2156983,0.221415583,0.170647963,65.12584705,0.162392445,78.43707648,18.43707648,53,0.108750341,54,0.27185109,0.11801362,15,1.183577632,296.1456922,200,11,0.267067158,0.179939261,1.484904111,0.345196285,0.032238694,-0.17608934,,0,"{""type"":""Point"",""coordinates"":[25.302919218119644,-30.204157977418898]}"
J_1892,0,Dry Highveld Grassland Bioregion,Grassland,2022,8,-0.342752314,0.047912855,0.257951489,0,0,24.00391007,0,1334,0.124147233,0.005460975,0,0.075674883,0,0,0,0,5,459,0.115352796,-0.2240826,0.265039036,0.167178189,57.28250244,0.190597931,75.02394917,19,52.25073314,0.096185983,56.97605083,0.31489364,0.137692212,12.27859238,0.912530222,322.7473118,200,11,0.26125702,0.173331627,1.506496582,0.328051918,0.039356999,-0.178060091,,0,"{""type"":""Point"",""coordinates"":[25.811337002031436,-29.454351217079864]}"
J_1894,0,Dry Highveld Grassland Bioregion,Grassland,2022,8,-1.39E-04,0.041183189,0.266889802,0,0,25.41419543,0,1387,0.102165858,0.0037123,0,0.061005815,0,0,0,0,5,417,0.087819898,-0.259156368,0.25432318,0.127690682,66.17403986,0.164156958,77,21.64365581,52.08701993,0.075119398,52.90617404,0.319067269,0.109360437,15.35634419,1.070655205,349.3563442,200,8.087019932,0.21385091,0.148692718,1.40860678,0.263183891,0.025231448,-0.154818646,,0,"{""type"":""Point"",""coordinates"":[25.798900569193375,-29.981920840016205]}"
W_0009,10,Dry Highveld Grassland Bioregion,Grassland,2023,10,-0.298848229,0.053663708,0.202602221,0,0,19.98884578,0,1311.362755,0.141594144,0.008228586,0,0.091375511,0,0,0,0,5,431,0.136407897,-0.133036446,0.272767111,0.209246246,60.81910766,0.20772673,74.9471387,21.1057226,52.01115422,0.118335074,62.01115422,0.240620531,0.157767541,14.0528613,1.916458046,292.6488846,200,10.0528613,0.26779323,0.207523666,1.278458674,0.384576768,0.047643673,-0.180060204,,0,"{""type"":""Point"",""coordinates"":[25.75527272448646,-30.777522568174135]}"
W_0015,20,Dry Highveld Grassland Bioregion,Grassland,2023,10,-0.461821354,0.059373115,0.180843575,0,0,23.29567308,0,1245,0.124390122,0.008467969,0,0.094873881,0,0,0,0,5,387,0.115414636,-0.114607003,0.23424074,0.195497954,62.80432692,0.179491284,77.93846154,19.47403846,53.30528846,0.121906676,49.12067308,0.190780174,0.135149589,17,1.321438521,217.0788462,187.9889423,11.34375,0.245582836,0.203520049,1.210679995,0.36554504,0.038390799,-0.166582757,,0,"{""type"":""Point"",""coordinates"":[25.325522401359557,-30.641769695703022]}"
W_0016,5,Dry Highveld Grassland Bioregion,Grassland,2023,10,0.679926078,0.052328912,0.217820687,0,0,23.95942029,0,1246.203382,0.146757484,0.012047135,0,0.08473338,0,0,0,0,5,388,0.134848322,-0.177569689,0.283823208,0.188964996,63.84927536,0.213454757,76.53816425,21.38550725,53.46956522,0.105090707,51.65410628,0.281324716,0.158047284,16.59903382,1.456275398,222.5371981,198.836715,10.64830918,0.27043266,0.200404407,1.350456139,0.358250011,0.045767811,-0.189607669,,0,"{""type"":""Point"",""coordinates"":[25.324666253957297,-30.641256899081878]}"
W_0002,10,Dry Highveld Grassland Bioregion,Grassland,2023,10,0.238220064,0.049847451,0.205733668,0.041830067,0,23.7761698,0,1370.961409,0.137076421,0.007468553,0,0.085557519,0,0.068627454,0.041830067,0,6,419,0.130538252,-0.145695944,0.266553106,0.190872276,67.29088278,0.204671748,70.30969609,22,52.04293295,0.112372196,53.50940666,0.252222085,0.151999082,20.69030391,3.432192484,331.6029908,200,14.04293295,0.257270504,0.201848877,1.284905084,0.358303103,0.045198706,-0.179255125,,0,"{""type"":""Point"",""coordinates"":[25.77342572487504,-31.33070526756146]}"
J_2033,90,Dry Highveld Grassland Bioregion,Grassland,2023,6,0.704785174,0.043437756,0.236357792,0,0,26.5265188,0,1290.736258,0.072630852,-1.63E-04,0,0.058247196,0,0,0,0,5,414,0.062320947,-0.220350757,0.194654865,0.114163315,67.69334619,0.121482558,70.34136933,25.07232401,52.92767599,0.076969259,53.00096432,0.237651652,0.078464154,18.26904532,4.658067042,320.5077146,191.1774349,10.27965284,0.181929178,0.158799661,1.180283154,0.244591145,0.013082806,-0.139764735,,0,"{""type"":""Point"",""coordinates"":[25.48445814020753,-30.598529792787758]}"
J_2034,20,Dry Highveld Grassland Bioregion,Grassland,2023,6,0.400061368,0.050443664,0.243369946,0,0,21.22616732,0,1268.67607,0.097959032,0.001856051,0,0.077010195,0,0,0,0,5,410,0.089078516,-0.208474957,0.197843461,0.158479093,58.09095331,0.14383195,78.83754864,18.9479572,54,0.101920311,60.41342412,0.243869136,0.106174417,14.97957198,1.288112272,222.6264591,199.9367704,10.58657588,0.237264325,0.173166906,1.341366868,0.315680282,0.024666134,-0.16176863,,0,"{""type"":""Point"",""coordinates"":[25.493692938489215,-30.567160016876766]}"
J_2035,25,Dry Highveld Grassland Bioregion,Grassland,2023,6,-0.987650679,0.053176967,0.1898216,0,0,23.66682785,0,1281,0.082087437,0.003923637,0,0.078504258,0,0,0,0,5,415,0.07197301,-0.131666749,0.1833677,0.144500606,64.25967118,0.128537938,72.30512573,23.08123791,52,0.099976117,53.41005803,0.186630194,0.088467723,18.96470019,1.853011077,275.1252418,156.6561896,14.94825919,0.187689098,0.14272332,1.315922983,0.281106676,0.021028451,-0.115700622,,0,"{""type"":""Point"",""coordinates"":[25.58822142172122,-30.54377203185145]}"
J_2038,0,Dry Highveld Grassland Bioregion,Grassland,2023,6,-0.797781813,0.045158928,0.238230055,0,0,26.14920328,0,1288.152583,0.134961432,-9.25E-04,0,0.068201831,0,0,0,0,5,440,0.124740584,-0.193506142,0.283490218,0.172164554,61,0.205996436,76.85079672,21.14920328,51,0.096091731,51.85079672,0.295871089,0.148501562,16.70159343,1.351686079,287.6330275,199.5523901,9.298406567,0.257790629,0.171893909,1.504253063,0.324742085,0.046148966,-0.170804921,,0,"{""type"":""Point"",""coordinates"":[25.783623688984267,-30.52641275145037]}"
J_2039,0,Dry Highveld Grassland Bioregion,Grassland,2023,6,-0.451314618,0.053777295,0.270979361,0,0,24.52325581,0,1297.21657,0.110153317,-8.72E-04,0,0.076524347,0,0,0,0,5,463,0.098502086,-0.254291737,0.228386533,0.157906669,57.75581395,0.165672183,77,21.08139535,53.55813953,0.101245292,55.55813953,0.304604854,0.119298611,17,2.170469897,321.1535853,200,9,0.274528331,0.192153847,1.429358581,0.335161688,0.029781971,-0.196744726,,0,"{""type"":""Point"",""coordinates"":[25.88009188117452,-30.491185853128147]}"
J_0423,10,Mesic Highveld Grassland Bioregion,Grassland,2016,11,-0.60268724,0.059080096,0.22776787,0,0,24.71648987,0,1588,0.188587527,0.01048809,0,0.096084157,0,0,0,0,5.453712633,646,0.177887132,-0.190047094,0.320474202,0.238049817,68.13837994,0.257365117,64.14030858,21.72613308,54.14030858,0.122600133,57.8635487,0.308500478,0.201259293,16.27868852,1.457280825,458.108486,200,10.27868852,0.3498826,0.256550162,1.366837045,0.446314438,0.065633893,-0.25301154,,0,"{""type"":""Point"",""coordinates"":[26.980446411729147,-30.39091404773932]}"
