BareGround,BioRegion,Biome,ID,Month,Year,Notes,aspect,blue,bsi,calcite,chlorite,clay,dolomite,elevation,evi,exg,goethite,green,gypsum,hematite,illite_muscovite,kaolinite,landforms,meanAnnualPrecipitation,msavi,ndmi,ndvi,nir,nitrogen,osavi,ph,phosphorous,potassium,red,sand,satvi,savi,silt,slope,soc,soil_depth,stone,swir1,swir2,swirRatio,tc_bright,tc_green,tc_wet,vegType,vermiculite
84.9,Bushmanland Bioregion,Nama-Karoo,F_0047,11,2024,Plain,0.049957114,0.102637647,0.252475311,0.01404255,0,12.70151441,0,913.9237909,0.084070936,-0.069543238,0,0.17209839,0,0.218355656,0.085662183,0.085662183,5,144,0.099939257,-0.135658289,0.118585235,0.400942657,22.76502198,0.112301621,78,14,46,0.317057216,78,0.009419459,0.104757772,11.23742062,1.08968584,157.9965804,111.8788471,13,0.524973556,0.470681202,1.112662617,0.797999946,0.046556751,-0.367784437,12,0
61.3,Bushmanland Bioregion,Nama-Karoo,F_0048,11,2024,Plain,0.964595978,0.087247115,0.276570348,0.032312133,0.043137256,10.00636631,0,908.6944172,0.081497626,-0.059784886,0,0.141034236,0,0.193974812,0.041514883,0.046259915,5,142,0.092778758,-0.179034827,0.125176031,0.331693609,27.73408423,0.113459776,77.30166503,16.99363369,47,0.258143805,78.31194907,0.073220505,0.100272199,12.03966699,2.041565744,155.2370225,141.8643487,15,0.475254319,0.434676585,1.092875844,0.687346435,0.034777077,-0.358824453,12,0
81.7,Bushmanland Bioregion,Nama-Karoo,F_0049,11,2024,Plain,-0.421681216,0.108592856,0.244362137,0.030907978,0,12,0,923.1758671,0.078296022,-0.054262788,0,0.178687557,0,0.189279748,0.053775391,0.061383471,5,145,0.090630104,-0.13228563,0.11130361,0.378825231,25.17195896,0.104497752,76,16,46,0.304215563,74,0.015430344,0.096057518,12,1.801901526,136.1328774,123.828041,15,0.49361084,0.441826109,1.111566345,0.762080922,0.037289015,-0.340411413,12,0
73.1,Bushmanland Bioregion,Nama-Karoo,F_0050,11,2024,Plain,0.473323931,0.074752594,0.232650395,0.03560172,0,11.63844282,0,1069,0.093364177,-0.038272272,0.093959259,0.132942671,0,0.146768128,0.048259235,0.058063116,4,185,0.104609689,-0.113028665,0.147365231,0.308611501,49.33138686,0.131627789,79.00973236,18.0136253,48.67883212,0.229092367,71.41508516,0.073737607,0.114371179,13.05352798,2.469688856,198.1664234,152.026764,14.06618005,0.38699699,0.337041441,1.143594876,0.591064437,0.045758551,-0.262861431,12,0
65.6,Bushmanland Bioregion,Nama-Karoo,F_0051,11,2024,Plain,-0.119868245,0.069338333,0.2617053,0,0,11.55588092,0,1030.882382,0.098790584,-0.046621198,0,0.115142566,0,0.21644522,0.103796369,0.108931905,5,180,0.108709171,-0.166259147,0.161138549,0.287809871,47.42362128,0.141228568,80.24694973,19,50,0.207845927,69.28355295,0.127061564,0.120158347,13.98584675,0.17635602,181.2103465,155.4875549,12,0.403035911,0.347621542,1.152940178,0.57091337,0.044397865,-0.29557532,12,0
75.3,Bushmanland Bioregion,Nama-Karoo,F_0052,11,2024,Plain,0.872682927,0.074405474,0.241496183,0,0,12.81170732,0,1018.510732,0.101680194,-0.057110145,0,0.128639395,0,0.224111033,0.112861471,0.11879643,4,172,0.116537619,-0.122491641,0.158133265,0.329800341,43.91365854,0.143191748,79.48926829,18.81170732,49.48926829,0.239833645,71.61268293,0.083445342,0.126160904,14,0.809334827,168.7287805,144.0165854,14.89804878,0.4221134,0.355938855,1.178597343,0.626027372,0.056625892,-0.288163355,12,0
84.9,Lower Karoo Bioregion,Nama-Karoo,F_0053,3,2025,Plain,0.768449615,0.064912192,0.165216746,0,0,18.87898687,0,531.6261726,0.055581026,0.017785909,0.040847222,0.106425915,0,0.041373133,0.085127905,0,5,158,0.050863171,-0.069924327,0.111364658,0.162788404,57.51594747,0.082813302,78,20.14399625,49.14399625,0.130153728,60.85600375,0.074338017,0.061175407,18.37195122,1.858344223,110.5445591,91.39258912,19.14915572,0.188883607,0.151543863,1.257114551,0.320380266,0.01093753,-0.101248191,5,0
82.8,Lower Karoo Bioregion,Nama-Karoo,F_0054,3,2025,Slope,0.994262645,0.086556757,0.16856485,0,0,18,0,528.1378659,0.075723744,0.023587335,0.027158438,0.138608966,0,0.025014351,0.084160219,0,4,158,0.069843972,-0.08767563,0.124511219,0.214572611,55,0.101677437,78,22,49,0.167073845,64,0.080023512,0.080754942,19,3.72690599,164.0084986,85,21,0.255661666,0.213095661,1.199948741,0.425473546,0.015406794,-0.147938473,5,0
74.2,Lower Karoo Bioregion,Nama-Karoo,F_0055,3,2025,Slope,0.292095074,0.060487812,0.167696676,0,0,19.03384095,0,920.8312236,0.070688926,0.008960386,0.034472299,0.092080827,0,0,0.062165965,0,4,269,0.063091193,-0.094679404,0.14599778,0.153990751,71.9323181,0.10618987,74.03384095,24,50,0.114713456,61.9323181,0.122706032,0.076605533,16.96615905,8.094405507,242.2048758,104.0676819,19,0.186168694,0.146627,1.27001209,0.298804432,0.017034952,-0.107404636,5,0
37.6,Lower Karoo Bioregion,Nama-Karoo,F_0056,3,2025,Plain,0.95210006,0.058833017,0.11639856,0.056862745,0,21.61305582,0,938.6726585,0.121215321,0.01670578,0,0.092964848,0,0,0.04509804,0,5,280,0.108749742,-0.030243989,0.236806972,0.178344933,73.44465468,0.175698143,73,24,50,0.110390898,57.16840114,0.147901566,0.129034564,17,2.039083179,314.09035,129.2838221,15.44465468,0.189179005,0.139425551,1.356423496,0.309696075,0.039189899,-0.10060349,5,0
83.9,Lower Karoo Bioregion,Nama-Karoo,F_0057,3,2025,Slope,0.952571104,0.063101247,0.168405439,0,0,,0,1012.198775,0.060580701,0.014242044,0.023946875,0.102939032,0,0,0.066061718,0,5,302,0.055665538,-0.074810746,0.121703214,0.163947279,,0.090936079,,,,0.128534762,,0.088165709,0.067041153,,3.691647918,239.060292,,,0.190284568,0.148962037,1.276591594,0.318501188,0.0142144,-0.10159129,5,0
73.1,Lower Karoo Bioregion,Nama-Karoo,F_0058,3,2025,Slope,0.950463752,0.087820332,0.193701657,0.049506335,0,23.26427623,0.048280266,850.6672959,0.093209002,-4.96E-04,0.054531904,0.134887624,0,0.048773932,0,0,4,240,0.089428,-0.117495987,0.146298757,0.245126148,64,0.12353493,76,22,51,0.182450978,54.26427623,0.112629557,0.101236685,18,1.961029189,188.2359604,159,16,0.310276122,0.24908881,1.245596327,0.479985658,0.029160874,-0.191969006,5,0
59.1,Lower Karoo Bioregion,Nama-Karoo,F_0060,3,2025,Plain,0.066202229,0.055961771,0.141178865,0.031372551,0,23.06855792,0,839.5825059,0.143276827,0.0027798,0,0.085590737,0,0.073725492,0.031862747,0.025490196,4,239,0.132019608,-0.062854886,0.269942735,0.195539371,61.46524823,0.206036731,79.02364066,23,53,0.112439904,48.93427896,0.18652508,0.154294194,20.46666667,1.034292909,165.8851064,162.2387707,15.46619385,0.221771361,0.181025686,1.225126736,0.340904343,0.048959093,-0.143570543,6,0
68.8,Lower Karoo Bioregion,Nama-Karoo,F_0061,3,2025,Slope,0.981776875,0.047911656,0.155377027,1.06E-04,0,19.96507787,0,662.8376593,0.147176786,0.003173012,0.041120951,0.078222401,0,0.071051368,1.06E-04,0,4.193487494,288,0.138550258,-0.074172172,0.29010501,0.191590267,65.63237376,0.21874056,73.36101935,23.76026428,50.51722511,0.105360133,58.95847098,0.213331557,0.162224112,16.15620576,5.615453778,205.7432751,199.0519113,16.91316659,0.222239059,0.174556246,1.273219038,0.33030746,0.052715968,-0.144934614,6,0
72,Upper Karoo Bioregion,Nama-Karoo,F_0064,3,2025,Plain,0.584663462,0.06805876,0.169372864,0,0,21.52938366,0,1280,0.127359895,-0.026843651,0,0.120554041,0,0.147450984,0.03019608,0,5,375,0.138455409,-0.029837042,0.203054404,0.301203554,60.09937888,0.178169159,75.59292881,23.36884854,53.01911132,0.199892964,56.37267081,0.072685798,0.151919309,20.01911132,1.487361866,214.2097468,194.7845198,13.4744386,0.319898686,0.281169399,1.13764926,0.525070589,0.065428032,-0.202190871,4,0
67.7,Upper Karoo Bioregion,Nama-Karoo,F_0065,3,2025,Plain,-0.628139656,0.067833869,0.139064723,0.019766498,0,22.11137554,0,1285.435031,0.17981535,1.09E-04,0,0.119468073,0,0.07262835,0.019766498,0,5,377,0.184044497,-0.027770942,0.280856022,0.301157004,57.7039505,0.24129692,76.15992385,21.61161352,52.66730129,0.170993555,54.43693479,0.143524048,0.201682624,21.22846264,1.173177005,274.8300809,200,11.82532128,0.320361391,0.270428687,1.190516648,0.50737302,0.081450291,-0.206599589,4,0
23.7,Upper Karoo Bioregion,Nama-Karoo,F_0066,3,2025,Plain,0.648421128,0.03156146,0.102189704,0.041176472,0,24.19138756,0,1287.237321,0.222917272,0.014338173,0,0.060247712,0,0.139215693,0.041176472,0,5,377,0.21162384,-0.023899488,0.457741221,0.20042616,63.09569378,0.335554595,78,22,53,0.07459579,55.64354067,0.31689259,0.243522421,20,1.430129351,272.4052632,198.9043062,10,0.210164485,0.141705246,1.483425869,0.297872635,0.085284522,-0.130324101,4,0
32.3,Upper Karoo Bioregion,Nama-Karoo,F_0067,3,2025,Plain,0.810503512,0.040013809,0.161352287,0,0,21.7955748,0,1455.72583,0.204190421,0.009682241,0,0.068532619,0,0,0,0,5,401,0.188721859,-0.107835777,0.39950244,0.205113105,62.41269841,0.296103853,74.40644541,20,53.12457912,0.087717698,54.76815777,0.31146257,0.217590098,18,1.243476904,259.7821068,200,11.09187109,0.251263435,0.185379313,1.379478785,0.336713463,0.070995413,-0.175928641,4,0
15.1,Upper Karoo Bioregion,Nama-Karoo,F_0068,3,2025,Plain,-0.198143926,0.035205033,0.184769857,0,0,23.17130518,0,1460.829655,0.173727214,0.011880093,0,0.055470936,0,0,0,0,5,402,0.153568166,-0.167794858,0.40883018,0.157773252,70.52159309,0.263885795,74.21257198,23.45009597,53.27879079,0.062664737,55.97504798,0.360065161,0.182606237,18.04126679,2.725019291,246.7154511,190.4102687,11.45009597,0.217923425,0.152824101,1.417615199,0.271120235,0.05100923,-0.157362512,4,0
43.6,Upper Karoo Bioregion,Nama-Karoo,F_0069,3,2025,Slope,0.874917049,0.042835874,0.229916675,0,0,21.20337349,0,1521,0.166181446,0.008006455,0,0.072322963,0,0,0,0,4,419.5142169,0.151772645,-0.20003344,0.335670409,0.1839868,67.35180723,0.246182804,73.17445783,24.20337349,52.14843373,0.091951398,57.36240964,0.330545364,0.17830564,16.59614458,2.281488042,292.0212048,179.3195181,12.0260241,0.277834807,0.202592311,1.373223341,0.346810681,0.052497198,-0.204220109,4,0
46.2,Upper Karoo Bioregion,Nama-Karoo,F_0070,3,2025,Slope,-0.717050449,0.030449948,0.133639084,0,0,24.97245964,0,1556.746914,0.19186937,0.01659441,0,0.051040215,0,0,0,0,4,410,0.163582057,-0.110208495,0.425317084,0.156936368,81.11253561,0.283727287,68.35327635,25.50664767,50.86087369,0.05618786,50.36847104,0.341122158,0.195394174,20.86087369,15.64475022,537.5698006,186.0375119,12.92497626,0.178706917,0.128035861,1.435427981,0.233369022,0.057423199,-0.125746563,2,0
23.7,Upper Karoo Bioregion,Nama-Karoo,F_0071,3,2025,Slope,0.80602879,0.042743234,0.203898566,0,0,24.31839847,0,1459.536225,0.180306938,0.011070244,0,0.067776625,0,0,0,0,5,398,0.161024392,-0.177696947,0.349055548,0.185169339,70.13489037,0.257571636,72.25834128,25,53,0.083822546,54.9099142,0.328557024,0.188263408,20.74165872,3.175552522,318.8179218,191.849857,12.9699714,0.246900719,0.184702772,1.366127948,0.314844964,0.055952117,-0.181715468,4,0
48.4,Upper Karoo Bioregion,Nama-Karoo,F_0072,3,2025,Plain,0.182421793,0.043271673,0.148118724,0,0,24,0,1396,0.216591705,0.0103636,0.034226905,0.080044056,0,0.07936249,0,0,5,389,0.207389148,-0.070195059,0.367747523,0.234894397,71.47103877,0.294066298,76.52896123,23,55,0.107005418,51.47103877,0.274318812,0.231784067,19.52896123,1.061931232,303.6314026,187,9.471038775,0.270410806,0.209558225,1.301722841,0.382568065,0.084289193,-0.186169931,4,0
63.4,Lower Karoo Bioregion,Nama-Karoo,F_0073,3,2025,Slope,0.97087912,,,0,0,22.37077582,0,1130.106616,,,0.074509807,,0,0,0,0,5,261,,,,,69.7263208,,75.2617801,25,52,,54.86482627,,,18.89100428,10.74355558,312.0218943,167.0195145,15.29128986,,,,,,,5,0
63.4,Lower Karoo Bioregion,Nama-Karoo,F_0074,3,2025,Plain,0.834605255,,,0.052661065,0,25.29216152,0,1107,,,0.027450982,,0,0.037254903,0.038235296,0,5,261,,,,,71.07410926,,76.30261283,24,52.21092637,,53.99904988,,,19.68788599,1.164461966,226.415677,164.7871734,14.01045131,,,,,,,5,0
79.6,Lower Karoo Bioregion,Nama-Karoo,F_0075,3,2025,Plain,0.46690979,,,0.042352941,0,19.61113755,0,1090.181818,,,0.059383754,,0,0.053921569,0.031372551,0,5,257,,,,,60.91670633,,79.51261304,21.12375059,54.63636364,,59.57068063,,,20.87624941,1.041737235,196.4231318,184.7196573,14,,,,,,,5,0
60.2,Upper Karoo Bioregion,Nama-Karoo,F_0076,3,2025,Plain,-0.49458806,,,0.032368651,0,19.16425121,0,1281.61256,,,0.122278425,,0,0.018212561,0.032368651,0,5,244,,,,,57.00724638,,82.66425121,20.33574879,55.17149758,,60.33574879,,,18.0178744,1.817605064,213.0541063,193.4932367,10.83574879,,,,,,,4,0
55.9,Upper Karoo Bioregion,Nama-Karoo,F_0077,3,2025,Slope,-0.835470869,0.043473963,0.239226576,0.034987766,0,18.52935515,0,1280.470645,0.122213502,0.007167469,0.086044747,0.081431481,0,0.094508296,0.034987766,0.033333335,4,242,0.119557455,-0.169359138,0.250502302,0.187239672,54.52935515,0.189392322,80.52935515,21.9412897,55,0.11222153,63,0.253218354,0.140750807,18.52935515,2.812820407,206.2704524,194.1761309,12,0.263590693,0.193432464,1.362696657,0.354769173,0.042888622,-0.179582883,4,0
68.8,Upper Karoo Bioregion,Nama-Karoo,F_0078,3,2025,Plain,0.019098346,0.046511968,0.230852084,0,0,17,0,1264.086977,0.105575433,-0.00889079,0.110120748,0.085351645,0,0.110120748,0.044532937,0,5,241,0.107505456,-0.134655335,0.207783937,0.202862818,56.10043248,0.163239994,82,19,55,0.133082112,62.89956752,0.193704432,0.125219709,20.44978376,0.767720213,255.0754445,193.9476213,12,0.265996644,0.198553773,1.340034134,0.377939961,0.04301594,-0.172187013,4,0
100,Upper Karoo Bioregion,Nama-Karoo,F_0079,3,2025,Plain,-0.312097629,0.094859517,0.220820504,0.042156864,0,17.98185291,0,1251.567813,0.071764473,-0.031882989,0.067647062,0.172038858,0,0.133986935,0.033333335,0,5,258,0.082616266,-0.085386968,0.106111481,0.347742938,51.54966571,0.098046092,79.54966571,19.7617001,54.68863419,0.281101188,60.01814709,-0.001278024,0.088545749,18.4321872,0.780755556,273.0440613,195.8610315,11.45033429,0.412728473,0.367319111,1.12368645,0.675606233,0.034509195,-0.260669051,4,0
54.8,Upper Karoo Bioregion,Nama-Karoo,F_0080,3,2025,Plain,0.5390706,0.062887825,0.274064963,0.045659404,0,20.37086727,0,1260.465261,0.074782793,-0.008057029,0.045773205,0.102879597,0,0.048339864,0,0,5,260,0.073724458,-0.21637748,0.139342598,0.199812502,65.11978917,0.110994069,82.51701006,21.94202204,56.12745568,0.150928398,56.45519885,0.178563417,0.08616994,18.87254432,1.134028308,218.7158601,187.4326785,12.48298994,0.310095437,0.267090878,1.160968464,0.429222693,0.017018745,-0.232210984,4,0
64.5,Upper Karoo Bioregion,Nama-Karoo,F_0081,3,2025,Plain,0.611742692,0.054236935,0.251808905,0,0,23.14094601,0,1279.853798,0.073560896,-0.005930851,0.076414662,0.085590507,0,0.056862745,0,0,4,261,0.069740443,-0.19408297,0.152347612,0.166879151,70.65217391,0.113716,77.1213569,25.06067845,54,0.122874931,55.86526517,0.189340818,0.083667658,20.03583373,6.880557833,215.5805065,175.2508361,13.02723364,0.247384897,0.204211418,1.212906909,0.347067202,0.018347856,-0.176284252,4,0
61.3,Upper Karoo Bioregion,Nama-Karoo,F_0082,3,2025,Slope,-0.229123744,0.061953671,0.273323299,0.045588236,0.042156864,19,0,1440.6,0.078161834,-0.016191979,0.083986931,0.102007908,0,0.088235296,0.045938376,0,4,246,0.078938206,-0.205418276,0.143490845,0.211289845,58,0.116160663,77.12583732,23.12583732,53,0.158254123,58.74832536,0.178253996,0.091479203,19,2.432625665,194.3827751,166,15,0.320538246,0.260285359,1.231547529,0.441317176,0.023948444,-0.229163382,4,0
74.2,Upper Karoo Bioregion,Nama-Karoo,F_0083,3,2025,Plain,0.996977028,0.065275135,0.268351366,0.038580865,0.002140061,20,0,1421.669698,0.074460834,-0.011209592,0.084125735,0.10827071,0,0.084016184,0.039579605,0.019027774,5.009095261,243,0.074872261,-0.200658263,0.134704791,0.213066547,58.37817137,0.109566905,79,22,54.99090474,0.162475877,60.99090474,0.164419105,0.086662459,19,1.226796431,183.1206319,175.5126855,13.00909526,0.320023641,0.266183698,1.202352518,0.448610951,0.020327174,-0.229201238,4,0
67.7,Upper Karoo Bioregion,Nama-Karoo,F_0084,3,2025,Slope,-0.756366073,0.050965476,0.246606907,0,0,23.00288739,0,1413.397979,0.094337915,-0.003294831,0.055555556,0.08857931,0,0.059383754,0,0,5.060635226,246,0.092992039,-0.172176946,0.187530969,0.189258953,64.81424447,0.144830073,77.32964389,25.2560154,53.0120308,0.129487975,56.14725698,0.200142165,0.109506586,18.60298364,6.196959746,213.1703561,170.3936477,12.52694899,0.267988033,0.212207481,1.262856804,0.374539006,0.031031001,-0.185647865,4,0
64.5,Upper Karoo Bioregion,Nama-Karoo,F_0085,3,2025,Slope,-0.979519897,0.044730001,0.190992143,0.074509807,0,25.97177033,0,1245.942584,0.10143276,0.004617727,0.044537816,0.068255739,0,0.044444446,0,0,5,252,0.090456891,-0.138331108,0.236160783,0.141058798,70.03779904,0.161040236,71.00956938,28.90574163,51,0.08716375,51.02822967,0.224144942,0.111014504,19,10.76671231,546.8669856,159.1416268,14.02822967,0.186348059,0.135928356,1.370952999,0.264198501,0.029865868,-0.119196111,4,0
84.9,Upper Karoo Bioregion,Nama-Karoo,F_0086,3,2025,Plain,0.69701735,0.056779381,0.113218866,0.040638184,4.04E-04,21.07407407,0,1218.154321,0.071250038,-2.85E-04,0,0.089292191,0,0.043077494,0.030921085,0.003766549,5.074074074,243.1467236,0.066458288,0.028072891,0.147824906,0.163959601,67.14814815,0.109395878,73.85185185,25.07407407,50.92592593,0.122090014,52.85185185,0.029896077,0.08005217,19.14814815,2.870161123,237.002849,154.1481481,16,0.155291005,0.134085722,1.161054648,0.290735975,0.023474257,-0.076486126,4,0
71,Upper Karoo Bioregion,Nama-Karoo,F_0087,3,2025,Plain,0.549215242,0.050251938,0.12098233,0.046586407,0.047176415,24.02570205,0,1199.038553,0.09644062,0.009081323,0.02201566,0.08014347,0,0.033255041,0.038594446,0,5,242,0.087376524,-0.017753157,0.209036614,0.154297816,70.51023322,0.149036616,73.54688244,25.48976678,50.48976678,0.100953679,49.05711566,0.116069039,0.105953996,19,2.798397015,238.5697287,151.2303665,15.54688244,0.159918415,0.127169908,1.257565096,0.270705645,0.030339634,-0.086947829,4,0
53.8,Bushmanland Bioregion,Nama-Karoo,F_0088,4,2025,Plain,-0.554589217,0.047539278,0.142557785,0.040757305,0.042261716,13.03006407,0,899.3075407,0.169972311,-0.00370084,0,0.085646353,0,0.197974473,0.054422251,0.074415102,5,185,0.171341328,-0.031376341,0.304893805,0.239594264,42.39773287,0.246318668,80.42040414,20.01084278,50.17102021,0.12745428,68.43962543,0.199924069,0.193705399,14.69886644,1.35471942,101.8432725,154.7062592,16.01084278,0.25502501,0.181074083,1.410240356,0.386244402,0.077006536,-0.14827777,12,0
52.7,Bushmanland Bioregion,Nama-Karoo,F_0089,4,2025,Plain,0.085374791,0.043835233,0.1671787,0.043892201,0,14,0,926,0.156624706,-0.001841558,0,0.0822459,0,0.195383667,0.060594861,0.078130731,5.41752325,193,0.158128906,-0.061149329,0.293054786,0.224691667,41.67302986,0.232750379,78.65051395,19,50,0.122498128,67,0.2122507,0.18037569,16.02251591,0.588321991,113.4214391,136.8996574,17,0.253248324,0.180534312,1.405160952,0.373176179,0.06884138,-0.15280631,12,0
69.9,Bushmanland Bioregion,Nama-Karoo,F_0090,4,2025,Slope,0.040596989,0.05033113,0.110242987,0.066013075,0.047712419,16.74902344,0,961.8574219,0.194925104,0.016207627,0,0.092691692,0,0.101307191,0.059912857,0,4.755859375,197,0.19014481,-0.008057919,0.341067787,0.241784283,54.6171875,0.273935825,80,21.30859375,48.69824219,0.11884463,63.6171875,0.206485955,0.214249767,13.30859375,6.251061091,170.8886719,139.9394531,19.17285156,0.245739571,0.18817786,1.308128158,0.384352482,0.079410861,-0.148219704,12,0
22.6,Bushmanland Bioregion,Nama-Karoo,F_0091,4,2025,Plain,0,0.032977563,0.1808957,0.049341765,0.009654126,13.98090108,0,944,0.151214718,0.007744288,0,0.060004049,0,0.138642435,0.048902941,0,5,194,0.142177084,-0.110356076,0.346067366,0.1636123,34.7761998,0.24190062,79.77522037,19.15279138,50.1718903,0.079286248,68.88099902,0.287710396,0.169816262,14,0,114.7683643,174.6547502,13.61900098,0.204041744,0.139321855,1.468982438,0.276898503,0.05418098,-0.131728426,12,0
52.7,Bushmanland Bioregion,Nama-Karoo,F_0092,4,2025,Plain,-0.485102321,0.057088594,0.211595963,0.048452385,0,15,0,958.7691184,0.139264839,-0.015442066,0,0.105574826,0,0.170310447,0.059644628,0.064469215,4,196,0.148388014,-0.106014584,0.234492154,0.273266276,33,0.199689054,72,18,51,0.169503114,73,0.181282233,0.165048433,13,1.04247988,132.905017,122,17,0.337956043,0.247803691,1.367311694,0.486393669,0.068324682,-0.212955987,12,0
79.8,Bushmanland Bioregion,Nama-Karoo,F_0093,4,2025,Plain,-0.755995588,0.064564136,0.13918009,0.012219381,0.04509804,19.65942029,0,918.1434783,0.057486305,0.027168116,0.071563894,0.114463708,0,0,0.046023019,0,5,153,0.053869976,-0.01022358,0.111815847,0.171978119,55,0.085693214,82.34057971,19,51,0.137828572,60.00338164,0.028769902,0.064448515,17.15410628,1.981582456,104.1782609,94.27922705,15.84251208,0.175545101,0.147762823,1.193804218,0.326500998,0.012372704,-0.084084394,15,0
83.9,Bushmanland Bioregion,Nama-Karoo,F_0094,4,2025,Plain,0.467971499,0.063239448,0.183623006,0.033718177,0,19.38832117,0,905.0116788,0.075453634,0.007799789,0.107444541,0.107772638,0,0,0.034936789,0,5,151,0.073128374,-0.084131055,0.141999052,0.194450851,52.88905109,0.112074412,83.06569343,18.87250608,50.98734793,0.146074117,64.75231144,0.100699034,0.086036171,17.27445255,0.443499674,95.04428224,88.48856448,15.06569343,0.230470371,0.188206875,1.243934527,0.372914851,0.023261743,-0.136223132,15,0
89.2,Upper Karoo Bioregion,Nama-Karoo,F_0096,4,2025,Plain,-0.704670686,0.060148357,0.210306614,0.002385683,0,23.12141491,0,1027.530115,0.064044866,0.010270108,0.073789442,0.105395898,0,0.059445882,0.043340422,0.002178233,5,184,0.061903842,-0.117700645,0.125341518,0.180079167,62.4956979,0.096795489,82.02581262,21.02581262,53,0.140396438,56.69694073,0.110901061,0.073455537,18.97418738,3.758839576,124.4034417,88.41108987,13.4000956,0.228348309,0.191892331,1.195778615,0.361325207,0.015524941,-0.142849412,1,0
77.4,Upper Karoo Bioregion,Nama-Karoo,F_0097,4,2025,Plain,0.50150618,0.052390423,0.22147081,0.005736587,0.035294119,17.97553957,0,1050.64988,0.087300572,6.81E-04,0.096036705,0.093263719,0,0.100813468,0,0,4,187,0.085460259,-0.13614698,0.170661612,0.18750506,60,0.132512301,78,21,53,0.133184592,62.51223022,0.150003857,0.10068626,19,2.814313188,132.2705036,85.48776978,14,0.247096404,0.222511792,1.1202491,0.371672985,0.025157301,-0.177469851,1,0
78.5,Upper Karoo Bioregion,Nama-Karoo,F_0098,4,2025,Slope,-0.950132792,0.032977951,0.225664416,0,0,25.91566842,0,1043.152851,0.084130147,0.001581789,0.131247365,0.058361774,0,0.133063697,0,0,4.702443699,186,0.077970137,-0.15235013,0.218374592,0.127032718,64.8706277,0.143845527,77.04504073,22.06468615,52.91566842,0.082019366,59.04504073,0.216589264,0.096984614,18,4.254098639,256.5941543,91.16866315,14.06468615,0.173431654,0.138507226,1.261228982,0.245208304,0.024723727,-0.120284614,1,0
61.3,Upper Karoo Bioregion,Nama-Karoo,F_0099,4,2025,Slope,0.404869638,0.0504489,0.200947346,0.045403093,0,18.72283389,0,1388.603159,0.098338981,0.008166138,0.048227098,0.087657373,0,0.002416955,0.045328707,0.034436686,4.547630445,216,0.094400655,-0.115622183,0.201128683,0.178102505,69.71517472,0.152799022,74.99234083,26.39779799,51.16419339,0.119078817,59.2336046,0.172148131,0.112483338,18.15653423,9.788089314,187.4906654,130.7831498,17.28482528,0.224200771,0.186591658,1.22410769,0.338052873,0.030968977,-0.149591019,2,0
63.4,Upper Karoo Bioregion,Nama-Karoo,F_0100,4,2025,Plain,0.99848402,0.044717002,0.177410302,0.035273071,0,25.35400763,0,1340.145992,0.078422759,0.008016684,0.044159745,0.07538033,0,0.039215688,0.030903403,0,5,207,0.071300379,-0.087516122,0.184965646,0.141092081,67,0.131191318,79.82299618,25,54,0.098556349,53.17700382,0.141936898,0.08929846,20,1.192132633,162.8597328,138.5310115,13,0.16739852,0.148788636,1.142965696,0.268773521,0.021392812,-0.110018372,1,0
73.1,Upper Karoo Bioregion,Nama-Karoo,F_0101,4,2025,Plain,0.765767796,0.060795865,0.212045781,0.039711706,0,16.7415677,0,1336.765796,0.119675044,0.002990024,0.059050192,0.10502033,0,0.062866195,0.03111872,0,4,208,0.114104527,-0.146302854,0.207218014,0.215282043,62.1567696,0.167883757,79.88551069,23.03610451,53,0.146109288,65.64513064,0.189719386,0.13249656,17.895962,0.929833157,164.5330166,128.9187648,13.7824228,0.299819818,0.261835421,1.162767997,0.433822604,0.037569002,-0.219175938,1,0
68.8,Upper Karoo Bioregion,Nama-Karoo,F_0102,4,2025,Slope,0.378855121,0.055797487,0.20982684,0.02543503,0,18,0,1085.651407,0.10326402,-0.003128664,0.083193948,0.0922988,0,0.08710109,0.025961272,0.021049679,4,174,0.100221672,-0.128733368,0.198051949,0.196718092,58.06151645,0.154081513,82.61516452,21.60801144,52,0.13192878,66.77682403,0.181669872,0.117331813,17,3.351489109,130.7634716,130.505484,17.77682403,0.254829059,0.192865232,1.328481004,0.371130021,0.036985186,-0.162085847,1,0
35.5,Upper Karoo Bioregion,Nama-Karoo,F_0103,4,2025,Plain,4.63E-05,0.064007599,0.116605226,0.031693192,0,,0,1081.183831,0.191400805,0.008288621,0.097281513,0.10673787,0,0.01163449,0.031166307,0.026341316,4,174,0.185694322,-0.018450835,0.306919766,0.266221153,,0.255632907,,,,0.141179521,,0.183378396,0.206701152,,2.171199917,141.3233879,,,0.276232558,0.207468032,1.331445473,0.432954968,0.08086071,-0.16194028,1,0
